#Procedure: <__main__.CNT91TimeseriesProcedure>
#Parameters:
#	Channel: B
#	Number of samples: 10000
#	Sample rate: 100000 Hz
#	Trigger Source: None
#Data:
Time,Frequency
0.0,104879000.0
1.0001000100010001e-05,104871000.0
2.0002000200020003e-05,104890000.0
3.0003000300030004e-05,105069000.0
4.0004000400040005e-05,105007000.0
5.000500050005001e-05,104913000.0
6.000600060006001e-05,105003000.0
7.000700070007002e-05,104832000.0
8.000800080008001e-05,104767000.0
9.000900090009e-05,104902000.0
0.00010001000100010001,104895000.0
0.00011001100110011002,104868000.0
0.00012001200120012002,104956000.0
0.00013001300130013,104915000.0
0.00014001400140014003,104915000.0
0.00015001500150015003,104918000.0
0.00016001600160016002,104801000.0
0.00017001700170017002,104802000.0
0.00018001800180018,104832000.0
0.00019001900190019003,104824000.0
0.00020002000200020003,104879000.0
0.00021002100210021002,104978000.0
0.00022002200220022004,104944000.0
0.00023002300230023004,104840000.0
0.00024002400240024003,104842000.0
0.00025002500250025,104838000.0
0.00026002600260026,104778000.0
0.00027002700270027,104907000.0
0.00028002800280028006,104920000.0
0.00029002900290029006,104955000.0
0.00030003000300030005,104975000.0
0.00031003100310031005,104884000.0
0.00032003200320032004,104947000.0
0.00033003300330033004,104992000.0
0.00034003400340034003,105083000.0
0.00035003500350035,104987000.0
0.00036003600360036,104996000.0
0.00037003700370037007,104931000.0
0.00038003800380038006,104921000.0
0.00039003900390039006,104803000.0
0.00040004000400040005,105102000.0
0.00041004100410041005,104918000.0
0.00042004200420042004,104991000.0
0.00043004300430043004,104962000.0
0.0004400440044004401,104875000.0
0.0004500450045004501,104895000.0
0.0004600460046004601,104888000.0
0.00047004700470047007,104920000.0
0.00048004800480048006,105027000.0
0.0004900490049004901,104957000.0
0.0005000500050005,104966000.0
0.00051005100510051,104949000.0
0.00052005200520052,104954000.0
0.00053005300530053,104904000.0
0.00054005400540054,104985000.0
0.00055005500550055,104958000.0
0.0005600560056005601,104980000.0
0.0005700570057005701,104822000.0
0.0005800580058005801,104937000.0
0.0005900590059005901,104933000.0
0.0006000600060006001,104979000.0
0.0006100610061006101,104864000.0
0.0006200620062006201,104956000.0
0.0006300630063006301,104919000.0
0.0006400640064006401,104935000.0
0.0006500650065006501,104973000.0
0.0006600660066006601,104862000.0
0.0006700670067006701,104977000.0
0.0006800680068006801,104762000.0
0.0006900690069006901,104503000.0
0.0007000700070007,104537000.0
0.00071007100710071,104425000.0
0.00072007200720072,104391000.0
0.0007300730073007301,104393000.0
0.0007400740074007401,104391000.0
0.0007500750075007501,104223000.0
0.0007600760076007601,104406000.0
0.0007700770077007701,104296000.0
0.0007800780078007801,104271000.0
0.0007900790079007901,104273000.0
0.0008000800080008001,104464000.0
0.0008100810081008101,104777000.0
0.0008200820082008201,104774000.0
0.0008300830083008301,104901000.0
0.0008400840084008401,104791000.0
0.0008500850085008501,104933000.0
0.0008600860086008601,104832000.0
0.0008700870087008701,104926000.0
0.0008800880088008802,104793000.0
0.0008900890089008902,104982000.0
0.0009000900090009002,104931000.0
0.0009100910091009102,104940000.0
0.0009200920092009201,104990000.0
0.0009300930093009301,104901000.0
0.0009400940094009401,104912000.0
0.0009500950095009501,104939000.0
0.0009600960096009601,104975000.0
0.0009700970097009701,104833000.0
0.0009800980098009801,104895000.0
0.0009900990099009901,104618000.0
0.001000100010001,104562000.0
0.00101010101010101,104571000.0
0.00102010201020102,104552000.0
0.00103010301030103,104588000.0
0.00104010401040104,104406000.0
0.00105010501050105,104364000.0
0.00106010601060106,104233000.0
0.00107010701070107,104381000.0
0.00108010801080108,104302000.0
0.00109010901090109,104322000.0
0.0011001100110011,104346000.0
0.00111011101110111,104218000.0
0.0011201120112011203,104266000.0
0.0011301130113011303,104190000.0
0.0011401140114011402,104259000.0
0.0011501150115011502,104254000.0
0.0011601160116011602,104289000.0
0.0011701170117011702,104284000.0
0.0011801180118011802,104328000.0
0.0011901190119011902,104469000.0
0.0012001200120012002,104480000.0
0.0012101210121012102,104405000.0
0.0012201220122012202,104391000.0
0.0012301230123012302,104439000.0
0.0012401240124012402,104206000.0
0.0012501250125012502,104291000.0
0.0012601260126012602,104292000.0
0.0012701270127012702,104390000.0
0.0012801280128012802,104288000.0
0.0012901290129012902,104400000.0
0.0013001300130013002,104380000.0
0.0013101310131013102,104331000.0
0.0013201320132013201,104289000.0
0.0013301330133013301,104173000.0
0.0013401340134013401,104272000.0
0.0013501350135013501,104246000.0
0.0013601360136013601,104200000.0
0.0013701370137013701,104350000.0
0.0013801380138013801,104208000.0
0.0013901390139013901,104259000.0
0.0014001400140014,104314000.0
0.00141014101410141,104203000.0
0.00142014201420142,104143000.0
0.00143014301430143,104207000.0
0.00144014401440144,104308000.0
0.0014501450145014503,104214000.0
0.0014601460146014603,104250000.0
0.0014701470147014703,104293000.0
0.0014801480148014803,104275000.0
0.0014901490149014903,104270000.0
0.0015001500150015003,104228000.0
0.0015101510151015103,104210000.0
0.0015201520152015203,104095000.0
0.0015301530153015303,104182000.0
0.0015401540154015402,104102000.0
0.0015501550155015502,104061000.0
0.0015601560156015602,104136000.0
0.0015701570157015702,104075000.0
0.0015801580158015802,104189000.0
0.0015901590159015902,104116000.0
0.0016001600160016002,104185000.0
0.0016101610161016102,104099000.0
0.0016201620162016202,104126000.0
