#Procedure: <__main__.CNT91TimeseriesProcedure>
#Parameters:
#	Channel: B
#	Number of samples: 10000
#	Sample rate: 10000 Hz
#	Trigger Source: None
#Data:
Time,Frequency
0.0,104914800.0
0.00010001000100010001,104978700.0
0.00020002000200020003,105028600.0
0.00030003000300030005,105062100.0
0.00040004000400040005,105094800.0
0.0005000500050005,105031100.0
0.0006000600060006001,105078600.0
0.0007000700070007,105030300.0
0.0008000800080008001,105000500.0
0.0009000900090009002,104832000.0
0.001000100010001,104785200.0
0.0011001100110011,104857500.0
0.0012001200120012002,105036900.0
0.0013001300130013002,105052200.0
0.0014001400140014,105048300.0
0.0015001500150015003,105122400.0
0.0016001600160016002,105121000.0
0.0017001700170017002,105118400.0
0.0018001800180018003,105221200.0
0.0019001900190019003,105202300.0
0.002000200020002,105198000.0
0.0021002100210021,105214300.0
0.0022002200220022,105182200.0
0.0023002300230023005,104744600.0
0.0024002400240024004,104381300.0
0.0025002500250025004,104358000.0
0.0026002600260026003,104467600.0
0.0027002700270027003,104504300.0
0.0028002800280028,104814000.0
0.0029002900290029006,105110300.0
0.0030003000300030005,105168900.0
0.0031003100310031005,105151600.0
0.0032003200320032004,104797900.0
0.0033003300330033004,104521200.0
0.0034003400340034003,104403400.0
0.0035003500350035003,104429800.0
0.0036003600360036006,104458500.0
0.0037003700370037006,104309200.0
0.0038003800380038005,104216900.0
0.0039003900390039005,104200400.0
0.004000400040004,104208000.0
0.004100410041004101,104281600.0
0.0042004200420042,104172700.0
0.004300430043004301,104092500.0
0.0044004400440044,104173500.0
0.004500450045004501,104168900.0
0.004600460046004601,104131300.0
0.0047004700470047005,104182400.0
0.004800480048004801,104171300.0
0.0049004900490049,104006900.0
0.005000500050005001,104525300.0
0.0051005100510051,104310500.0
0.005200520052005201,104124000.0
0.005300530053005301,104190100.0
0.0054005400540054005,104143600.0
0.005500550055005501,104143500.0
0.0056005600560056,104158700.0
0.005700570057005701,104134600.0
0.005800580058005801,104236200.0
0.005900590059005901,104173700.0
0.006000600060006001,104143200.0
0.006100610061006101,104118600.0
0.006200620062006201,104086900.0
0.0063006300630063005,104100100.0
0.006400640064006401,104168500.0
0.006500650065006501,104159700.0
0.006600660066006601,104166700.0
0.006700670067006701,104180100.0
0.006800680068006801,104135400.0
0.006900690069006901,104157100.0
0.0070007000700070005,104288800.0
0.007100710071007101,104363900.0
0.007200720072007201,104356400.0
0.007300730073007301,104312100.0
0.007400740074007401,104275500.0
0.007500750075007501,104339600.0
0.007600760076007601,104332900.0
0.0077007700770077014,104365600.0
0.007800780078007801,104257700.0
0.0079007900790079,104097000.0
0.008000800080008,104022100.0
0.008100810081008101,104061600.0
0.008200820082008202,104180800.0
0.0083008300830083,104523600.0
0.0084008400840084,104709700.0
0.008500850085008501,104691100.0
0.008600860086008601,104304600.0
0.008700870087008702,104200000.0
0.0088008800880088,104517300.0
0.0089008900890089,104683100.0
0.009000900090009001,104752400.0
0.009100910091009102,104778000.0
0.009200920092009202,104746200.0
0.0093009300930093,104778500.0
0.009400940094009401,104984700.0
0.009500950095009501,105036100.0
0.009600960096009602,104908300.0
0.009700970097009702,104805800.0
0.0098009800980098,105071900.0
0.009900990099009901,105087800.0
0.010001000100010001,104969000.0
0.010101010101010102,104991300.0
0.0102010201020102,105098900.0
0.010301030103010301,105026700.0
0.010401040104010401,104972500.0
0.010501050105010502,104978200.0
0.010601060106010602,104769000.0
0.0107010701070107,104720900.0
0.010801080108010801,104743100.0
0.010901090109010901,104455600.0
0.011001100110011002,104263400.0
0.011101110111011102,104521400.0
0.0112011201120112,104356900.0
0.011301130113011301,104206700.0
0.011401140114011402,104117300.0
0.011501150115011502,104175000.0
0.011601160116011602,104177900.0
0.011701170117011701,104100500.0
0.011801180118011801,104064000.0
0.011901190119011902,104063500.0
0.012001200120012002,104071100.0
0.0121012101210121,104187000.0
0.012201220122012201,104167700.0
0.012301230123012302,104198100.0
0.012401240124012402,104203400.0
0.012501250125012502,104107600.0
0.012601260126012601,104197900.0
0.012701270127012701,104174100.0
0.012801280128012802,104039100.0
0.012901290129012902,104239500.0
0.013001300130013002,104265100.0
0.013101310131013101,104351600.0
0.013201320132013201,104383400.0
0.013301330133013302,104400700.0
0.013401340134013402,104371800.0
0.013501350135013503,104265600.0
0.013601360136013601,104250100.0
0.013701370137013702,104150700.0
0.013801380138013802,104140000.0
0.013901390139013902,104148300.0
0.014001400140014001,104083600.0
0.014101410141014101,104105600.0
0.014201420142014202,104111300.0
0.014301430143014302,104103300.0
0.014401440144014403,104117600.0
0.014501450145014501,104288600.0
0.014601460146014602,104231300.0
0.014701470147014702,104258900.0
0.014801480148014802,104282300.0
0.014901490149014903,104364200.0
0.015001500150015001,104245500.0
0.015101510151015102,104073200.0
0.015201520152015202,104084300.0
0.015301530153015303,104193300.0
0.015401540154015403,104199900.0
0.015501550155015502,104368300.0
0.015601560156015602,104359400.0
0.0157015701570157,104369100.0
0.0158015801580158,104239700.0
0.0159015901590159,104319800.0
0.016001600160016,104315600.0
0.016101610161016102,104396100.0
0.016201620162016202,104405200.0
0.016301630163016303,104420200.0
0.016401640164016403,104646100.0
0.016501650165016504,104388700.0
0.0166016601660166,104668400.0
0.0167016701670167,104852800.0
0.0168016801680168,104430500.0
0.0169016901690169,104500400.0
0.017001700170017002,104902500.0
0.017101710171017102,104950200.0
0.017201720172017203,104981700.0
0.017301730173017303,104981500.0
0.017401740174017404,104971100.0
0.017501750175017504,104938500.0
0.0176017601760176,104879600.0
0.0177017701770177,104848700.0
0.0178017801780178,104812600.0
0.017901790179017902,104834700.0
0.018001800180018002,104734300.0
0.018101810181018103,104613200.0
0.018201820182018203,104599600.0
0.018301830183018303,104776400.0
0.018401840184018404,104756600.0
0.0185018501850185,104845900.0
0.0186018601860186,104822300.0
0.0187018701870187,104826100.0
0.018801880188018802,104611400.0
0.018901890189018902,104273700.0
0.019001900190019003,104337500.0
0.019101910191019103,104339900.0
0.019201920192019203,104742300.0
0.019301930193019304,104831800.0
0.019401940194019404,104864500.0
0.0195019501950195,104865600.0
0.0196019601960196,104985200.0
0.019701970197019702,104921800.0
0.019801980198019802,104983600.0
0.019901990199019903,104950700.0
0.020002000200020003,104919600.0
0.020102010201020103,104859400.0
0.020202020202020204,104914500.0
0.020302030203020304,104936800.0
0.0204020402040204,104930300.0
0.0205020502050205,104878500.0
0.020602060206020602,104912000.0
