% HP8591A spectrum; freq/time units: HZ; amplitude units: DBM
58725500.0000	-51.2000
58775500.0000	-50.5300
58825500.0000	-49.6800
58875500.0000	-50.0100
58925500.0000	-49.2700
58975500.0000	-47.6200
59025500.0000	-47.3900
59075500.0000	-45.9200
59125500.0000	-44.3100
59175500.0000	-44.1800
59225500.0000	-41.7800
59275500.0000	-40.2200
59325500.0000	-38.5600
59375500.0000	-39.5500
59425500.0000	-38.1200
59475500.0000	-37.9700
59525500.0000	-37.6700
59575500.0000	-38.0600
59625500.0000	-38.8100
59675500.0000	-39.1300
59725500.0000	-39.3200
59775500.0000	-37.3800
59825500.0000	-39.0700
59875500.0000	-38.8100
59925500.0000	-38.6800
59975500.0000	-39.8700
60025500.0000	-38.7500
60075500.0000	-33.7300
60125500.0000	-21.1300
60175500.0000	-7.4500
60225500.0000	-4.6100
60275500.0000	-20.8700
60325500.0000	-31.3600
60375500.0000	-38.9800
60425500.0000	-40.7000
60475500.0000	-38.3200
60525500.0000	-38.2600
60575500.0000	-38.5100
60625500.0000	-40.0000
60675500.0000	-38.2900
60725500.0000	-38.2800
60775500.0000	-39.3900
60825500.0000	-39.4700
60875500.0000	-37.5200
60925500.0000	-37.8300
60975500.0000	-37.2400
61025500.0000	-37.9100
61075500.0000	-38.2400
61125500.0000	-39.9900
61175500.0000	-40.4700
61225500.0000	-42.6400
61275500.0000	-44.2600
61325500.0000	-45.5900
61375500.0000	-46.6700
61425500.0000	-48.2600
61475500.0000	-48.9500
61525500.0000	-49.8800
61575500.0000	-50.6700
61625500.0000	-49.8800
61675500.0000	-51.4300
61725500.0000	-51.2800
61775500.0000	-51.7200
61825500.0000	-52.0600
61875500.0000	-52.2300
61925500.0000	-52.5000
61975500.0000	-52.9700
62025500.0000	-52.1800
62075500.0000	-52.9500
62125500.0000	-53.8500
62175500.0000	-53.5700
62225500.0000	-53.0200
62275500.0000	-52.9900
62325500.0000	-53.6100
62375500.0000	-53.7500
62425500.0000	-52.3900
62475500.0000	-52.7200
62525500.0000	-53.6000
62575500.0000	-53.1100
62625500.0000	-53.9200
62675500.0000	-53.5300
62725500.0000	-52.1700
62775500.0000	-51.6800
62825500.0000	-51.5700
62875500.0000	-51.2800
62925500.0000	-50.4100
62975500.0000	-50.8700
63025500.0000	-50.4100
63075500.0000	-50.5200
63125500.0000	-50.0600
63175500.0000	-49.4300
63225500.0000	-48.6700
63275500.0000	-47.3200
63325500.0000	-47.7500
63375500.0000	-47.4400
63425500.0000	-47.0900
63475500.0000	-44.7600
63525500.0000	-44.7300
63575500.0000	-43.3200
63625500.0000	-41.5200
63675500.0000	-41.0100
63725500.0000	-40.9900
63775500.0000	-42.8500
63825500.0000	-41.5500
63875500.0000	-41.3500
63925500.0000	-44.0600
63975500.0000	-43.9600
64025500.0000	-46.4200
64075500.0000	-46.4000
64125500.0000	-47.0900
64175500.0000	-50.2000
64225500.0000	-49.9400
64275500.0000	-49.6700
64325500.0000	-52.2100
64375500.0000	-51.4300
64425500.0000	-54.1000
64475500.0000	-54.6400
64525500.0000	-54.5800
64575500.0000	-55.4900
64625500.0000	-56.3700
64675500.0000	-55.3000
64725500.0000	-56.8800
64775500.0000	-57.4900
64825500.0000	-57.5300
64875500.0000	-59.0100
64925500.0000	-58.2900
64975500.0000	-58.6400
65025500.0000	-59.9300
65075500.0000	-58.9100
65125500.0000	-59.2400
65175500.0000	-59.6200
65225500.0000	-60.3300
65275500.0000	-60.5700
65325500.0000	-60.5300
65375500.0000	-60.2000
65425500.0000	-61.4400
65475500.0000	-62.0800
65525500.0000	-62.8800
65575500.0000	-62.0700
65625500.0000	-62.4300
65675500.0000	-62.5700
65725500.0000	-62.8000
65775500.0000	-64.7200
65825500.0000	-63.6700
65875500.0000	-65.5100
65925500.0000	-63.2900
65975500.0000	-63.7000
66025500.0000	-64.3000
66075500.0000	-64.6400
66125500.0000	-64.2500
66175500.0000	-64.7300
66225500.0000	-64.6000
66275500.0000	-64.2900
66325500.0000	-65.9500
66375500.0000	-65.1600
66425500.0000	-65.3900
66475500.0000	-65.3000
66525500.0000	-65.6000
66575500.0000	-66.1500
66625500.0000	-65.7800
66675500.0000	-66.3300
66725500.0000	-66.6100
66775500.0000	-66.1600
66825500.0000	-64.9800
66875500.0000	-66.4900
66925500.0000	-66.1500
66975500.0000	-65.4600
67025500.0000	-64.9800
67075500.0000	-65.8600
67125500.0000	-67.3900
67175500.0000	-64.6800
67225500.0000	-65.8000
67275500.0000	-65.6600
67325500.0000	-65.6600
67375500.0000	-66.9700
67425500.0000	-66.5100
67475500.0000	-66.2500
67525500.0000	-66.8400
67575500.0000	-67.0200
67625500.0000	-66.8100
67675500.0000	-67.3700
67725500.0000	-68.1100
67775500.0000	-67.4700
67825500.0000	-67.1200
67875500.0000	-67.7400
67925500.0000	-68.5500
67975500.0000	-68.2900
68025500.0000	-67.8900
68075500.0000	-68.5500
68125500.0000	-68.8400
68175500.0000	-68.5100
68225500.0000	-67.9600
68275500.0000	-69.3000
68325500.0000	-68.3500
68375500.0000	-67.9500
68425500.0000	-68.8300
68475500.0000	-68.2800
68525500.0000	-68.4700
68575500.0000	-68.0500
68625500.0000	-68.2200
68675500.0000	-68.7000
68725500.0000	-69.1500
68775500.0000	-69.0100
68825500.0000	-68.2600
68875500.0000	-69.2600
68925500.0000	-68.3300
68975500.0000	-69.4700
69025500.0000	-69.5000
69075500.0000	-69.0500
69125500.0000	-68.6500
69175500.0000	-69.7200
69225500.0000	-68.2100
69275500.0000	-68.5000
69325500.0000	-68.7500
69375500.0000	-68.8100
69425500.0000	-69.0600
69475500.0000	-67.8700
69525500.0000	-69.0200
69575500.0000	-68.5700
69625500.0000	-68.5400
69675500.0000	-68.9100
69725500.0000	-69.3700
69775500.0000	-69.2600
69825500.0000	-68.8700
69875500.0000	-69.1300
69925500.0000	-68.5900
69975500.0000	-68.6200
70025500.0000	-68.1700
