% HP8591A spectrum; freq/time units: HZ; amplitude units: DBM
50025500.0000	-67.1900
50075500.0000	-68.5900
50125500.0000	-68.9900
50175500.0000	-68.5300
50225500.0000	-67.8800
50275500.0000	-69.1400
50325500.0000	-68.8100
50375500.0000	-68.2600
50425500.0000	-67.4600
50475500.0000	-67.6200
50525500.0000	-67.2500
50575500.0000	-68.8400
50625500.0000	-67.8200
50675500.0000	-67.7100
50725500.0000	-67.5100
50775500.0000	-69.5100
50825500.0000	-67.1100
50875500.0000	-67.9200
50925500.0000	-68.8100
50975500.0000	-69.0100
51025500.0000	-68.8500
51075500.0000	-67.7900
51125500.0000	-68.4600
51175500.0000	-68.0600
51225500.0000	-68.9800
51275500.0000	-67.9800
51325500.0000	-68.0400
51375500.0000	-68.5400
51425500.0000	-68.2700
51475500.0000	-69.2300
51525500.0000	-68.7000
51575500.0000	-68.5500
51625500.0000	-67.7100
51675500.0000	-68.5100
51725500.0000	-68.8800
51775500.0000	-68.0900
51825500.0000	-68.7300
51875500.0000	-66.9500
51925500.0000	-67.9800
51975500.0000	-67.2500
52025500.0000	-68.5100
52075500.0000	-67.8300
52125500.0000	-69.1300
52175500.0000	-67.2800
52225500.0000	-68.2600
52275500.0000	-68.1800
52325500.0000	-68.7500
52375500.0000	-68.4000
52425500.0000	-67.1100
52475500.0000	-67.7500
52525500.0000	-67.0900
52575500.0000	-66.9700
52625500.0000	-66.6800
52675500.0000	-67.1200
52725500.0000	-67.1600
52775500.0000	-66.4700
52825500.0000	-66.2300
52875500.0000	-65.5400
52925500.0000	-66.5600
52975500.0000	-64.9500
53025500.0000	-64.6800
53075500.0000	-66.0800
53125500.0000	-64.7100
53175500.0000	-66.5800
53225500.0000	-66.1300
53275500.0000	-65.8800
53325500.0000	-64.4800
53375500.0000	-65.5100
53425500.0000	-65.9600
53475500.0000	-67.0700
53525500.0000	-65.8100
53575500.0000	-65.3000
53625500.0000	-66.1200
53675500.0000	-65.9000
53725500.0000	-65.8500
53775500.0000	-64.8500
53825500.0000	-65.3400
53875500.0000	-65.1400
53925500.0000	-64.9900
53975500.0000	-65.8200
54025500.0000	-64.9300
54075500.0000	-64.9900
54125500.0000	-64.4200
54175500.0000	-64.8900
54225500.0000	-64.1800
54275500.0000	-63.9500
54325500.0000	-64.6900
54375500.0000	-64.4800
54425500.0000	-63.1500
54475500.0000	-63.9300
54525500.0000	-63.9100
54575500.0000	-62.5800
54625500.0000	-62.4000
54675500.0000	-62.2400
54725500.0000	-62.1300
54775500.0000	-62.4200
54825500.0000	-62.6400
54875500.0000	-61.1700
54925500.0000	-60.9900
54975500.0000	-61.4100
55025500.0000	-60.4800
55075500.0000	-60.6000
55125500.0000	-60.7200
55175500.0000	-59.7600
55225500.0000	-59.5300
55275500.0000	-58.8600
55325500.0000	-59.6200
55375500.0000	-59.4500
55425500.0000	-58.4700
55475500.0000	-58.3200
55525500.0000	-56.3900
55575500.0000	-56.7000
55625500.0000	-56.8800
55675500.0000	-56.1800
55725500.0000	-55.9500
55775500.0000	-54.7800
55825500.0000	-54.2500
55875500.0000	-53.5300
55925500.0000	-52.1100
55975500.0000	-52.2100
56025500.0000	-52.4800
56075500.0000	-52.2400
56125500.0000	-51.2500
56175500.0000	-50.2900
56225500.0000	-49.2300
56275500.0000	-48.9300
56325500.0000	-46.5900
56375500.0000	-46.3000
56425500.0000	-44.9200
56475500.0000	-43.3800
56525500.0000	-42.8600
56575500.0000	-40.9600
56625500.0000	-40.9300
56675500.0000	-40.7800
56725500.0000	-41.8100
56775500.0000	-42.1300
56825500.0000	-42.8000
56875500.0000	-43.9100
56925500.0000	-46.0900
56975500.0000	-44.8300
57025500.0000	-46.7100
57075500.0000	-48.0500
57125500.0000	-48.8300
57175500.0000	-49.3800
57225500.0000	-47.7800
57275500.0000	-50.5100
57325500.0000	-49.4800
57375500.0000	-50.8300
57425500.0000	-50.6100
57475500.0000	-51.9200
57525500.0000	-51.1200
57575500.0000	-52.9900
57625500.0000	-52.1000
57675500.0000	-52.6800
57725500.0000	-51.8600
57775500.0000	-52.3600
57825500.0000	-53.4100
57875500.0000	-52.1600
57925500.0000	-53.1500
57975500.0000	-53.8800
58025500.0000	-54.0200
58075500.0000	-53.9900
58125500.0000	-55.0000
58175500.0000	-54.1300
58225500.0000	-53.0700
58275500.0000	-53.5100
58325500.0000	-53.8400
58375500.0000	-53.0600
58425500.0000	-53.0900
58475500.0000	-52.8100
58525500.0000	-52.5200
58575500.0000	-52.8800
58625500.0000	-51.6100
58675500.0000	-51.7900
