180.067734;-93.567375;
182.282440;-94.950073;
184.497131;-94.555855;
186.711823;-93.902290;
188.926514;-94.131165;
191.141205;-94.762115;
193.355911;-94.697403;
195.570602;-90.758224;
197.785294;-74.396027;
200.000000;-69.696747;
202.214691;-76.273331;
204.429382;-93.561913;
206.644073;-96.381714;
208.858765;-94.925385;
211.073471;-94.929176;
213.288162;-95.362175;
215.502853;-95.203476;
217.717545;-95.551247;
219.932251;-95.926277;
222.146942;-90.317039;
224.361633;-79.540031;
226.576340;-79.187820;
228.791031;-89.510345;
231.005722;-95.836121;
233.220413;-95.388763;
235.435104;-96.038445;
237.649811;-95.871964;
239.864502;-96.136734;
242.079193;-96.564171;
244.293900;-96.312767;
246.508591;-94.916931;
248.723282;-86.713097;
250.937973;-86.835655;
253.152664;-95.903580;
255.367371;-97.301376;
257.582062;-96.532005;
259.796753;-96.624878;
262.011475;-96.881866;
264.226135;-97.220879;
266.440857;-97.134262;
268.655518;-96.593765;
270.870239;-96.652863;
273.084930;-98.174576;
275.299622;-97.808151;
277.514313;-96.824844;
279.729004;-97.504044;
281.943726;-97.783699;
284.158386;-97.488991;
286.373108;-96.916420;
288.587769;-97.346542;
290.802490;-97.814667;
293.017181;-97.949760;
295.231873;-100.014938;
297.446594;-89.435959;
299.661255;-82.993935;
300.000000;-83.734673;
301.720642;-88.273697;
309.210510;-95.472298;
316.700378;-99.999977;
324.190277;-99.234665;
331.680145;-100.072250;
339.170013;-99.840477;
346.659912;-98.064888;
354.149780;-98.500610;
361.639648;-100.364594;
369.129517;-100.608360;
376.619415;-101.233406;
384.109283;-101.975876;
391.599182;-101.182297;
399.089050;-100.328545;
406.578918;-101.093857;
414.068787;-101.683372;
421.558685;-101.779488;
429.048553;-102.700905;
436.538452;-102.237427;
444.028320;-101.820740;
451.518188;-103.515160;
459.008057;-103.669426;
466.497955;-104.258308;
473.987823;-103.229797;
481.477722;-102.644539;
488.967590;-102.849297;
496.457458;-103.156082;
503.947327;-104.168633;
511.437225;-104.549011;
518.927124;-104.277618;
526.416992;-104.651550;
533.906860;-104.733025;
541.396729;-104.961288;
548.886597;-104.017593;
556.376465;-101.874733;
563.866333;-103.215111;
571.356201;-104.450989;
578.846130;-104.903305;
586.335999;-105.384979;
593.825867;-105.501945;
601.315796;-105.766319;
608.805664;-106.457520;
616.295532;-106.142258;
623.785400;-105.774727;
631.275269;-105.244530;
638.765137;-106.021469;
646.255005;-107.789223;
653.744873;-106.988014;
661.234741;-102.742546;
668.724670;-98.848671;
676.214539;-103.796600;
683.704407;-107.245796;
691.194336;-106.104622;
698.684204;-105.584366;
706.174072;-105.199989;
713.663940;-105.753983;
721.153809;-106.884590;
728.643677;-107.532051;
736.133545;-107.420975;
743.623413;-107.359779;
751.113281;-107.673965;
758.603210;-107.524475;
766.093079;-107.200409;
773.582947;-107.097832;
781.072815;-106.366364;
788.562683;-106.967278;
796.052612;-107.726624;
803.542480;-108.475136;
811.032349;-108.763084;
818.522217;-108.430542;
826.012085;-107.826942;
833.501953;-108.692604;
840.991882;-108.966766;
848.481750;-108.473022;
855.971619;-108.850677;
863.461487;-107.614120;
870.951355;-108.482437;
878.441223;-109.267036;
885.931152;-109.338295;
893.421021;-108.752213;
900.910889;-108.866241;
908.400757;-108.896858;
915.890625;-109.097198;
923.380493;-109.384819;
930.870422;-110.074333;
938.360291;-110.014687;
945.850159;-109.865860;
953.340027;-109.432724;
960.829895;-109.398018;
968.319763;-109.158539;
975.809692;-108.895226;
983.299561;-109.775452;
990.789429;-110.815834;
998.279297;-110.509193;
1000.000000;-110.358017;
1003.387207;-110.252968;
1025.534180;-109.806488;
1047.681152;-110.459526;
1069.828125;-110.365723;
1091.975098;-110.019844;
1114.122070;-109.687576;
1136.268921;-110.266472;
1158.415894;-111.306030;
1180.562866;-111.839722;
1202.709839;-112.052063;
1224.856812;-112.111946;
1247.003662;-112.013313;
1269.150635;-111.384995;
1291.297607;-111.745171;
1313.444580;-112.448418;
1335.591553;-112.007561;
1357.738525;-112.359001;
1379.885498;-112.153328;
1402.032471;-112.266953;
1424.179321;-112.859833;
1446.326294;-112.376305;
1468.473267;-113.245766;
1490.620239;-113.813499;
1512.767090;-113.105965;
1534.914063;-112.778336;
