1.2030983446184394E-001, -6.0294117647058826E+001
1.2206036237284289E-001, -6.0294117647058826E+001
1.2383636075332527E-001, -6.0294117647058826E+001
1.2563820020281763E-001, -6.0294117647058826E+001
1.2746625671313108E-001, -6.0294117647058826E+001
1.2932091174681987E-001, -6.0294117647058826E+001
1.3120255231678041E-001, -6.0294117647058826E+001
1.3311157106701146E-001, -6.0294117647058826E+001
1.3504836635454573E-001, -6.0294117647058826E+001
1.3701334233257728E-001, -6.0294117647058826E+001
1.3900690903479493E-001, -6.0294117647058826E+001
1.4102948246094549E-001, -6.0294117647058826E+001
1.4308148466364118E-001, -6.0294117647058826E+001
1.4516334383642832E-001, -6.0294117647058826E+001
1.4727549440314042E-001, -6.0294117647058826E+001
1.4941837710854924E-001, -6.0294117647058826E+001
1.5159243911033546E-001, -6.5955882352941174E+001
1.5379813407239817E-001, -6.5955882352941174E+001
1.5603592225951995E-001, -6.5955882352941174E+001
1.5830627063341302E-001, -6.5955882352941174E+001
1.6060965295015830E-001, -6.5955882352941174E+001
1.6294654985906623E-001, -6.5955882352941174E+001
1.6531744900297438E-001, -6.5955882352941174E+001
1.6772284512000299E-001, -6.5955882352941174E+001
1.7016324014679404E-001, -6.5955882352941174E+001
1.7263914332325025E-001, -6.5955882352941174E+001
1.7515107129879862E-001, -6.5955882352941174E+001
1.7769954824020109E-001, -6.5955882352941174E+001
1.8028510594093114E-001, -6.5955882352941174E+001
1.8290828393214628E-001, -6.5955882352941174E+001
1.8556962959527004E-001, -6.5955882352941174E+001
1.8826969827621653E-001, -6.5955882352941174E+001
1.9100905340127419E-001, -6.5955882352941174E+001
1.9378826659467682E-001, -6.5955882352941174E+001
1.9660791779788497E-001, -6.5955882352941174E+001
1.9946859539060299E-001, -6.5955882352941174E+001
2.0237089631355704E-001, -6.5955882352941174E+001
2.0531542619305834E-001, -6.5955882352941174E+001
2.0830279946738181E-001, -7.0147058823529420E+001
2.1133363951498046E-001, -7.0147058823529420E+001
2.1440857878456543E-001, -7.0147058823529420E+001
2.1752825892708164E-001, -7.0147058823529420E+001
2.2069333092960075E-001, -7.0147058823529420E+001
2.2390445525116354E-001, -7.0147058823529420E+001
2.2716230196059869E-001, -7.0147058823529420E+001
2.3046755087634666E-001, -7.0147058823529420E+001
2.3382089170831849E-001, -7.0147058823529420E+001
2.3722302420181707E-001, -7.0147058823529420E+001
2.4067465828355594E-001, -7.0147058823529420E+001
2.4417651420979924E-001, -7.0147058823529420E+001
2.4772932271665724E-001, -7.0147058823529420E+001
2.5133382517257191E-001, -7.0147058823529420E+001
